Title,Year,Revenue,Rating,Critics ratings,Season,budget,genres,cast_popularity,critics_missing,log_revenue,log_budget,revenue_class
Jay and Silent Bob Strike Back,2001,33788161,6.8,51.0,summer,22000000.0,"Comedy, Adventure, Action",0.6884793603550174,0,17.335621062419666,16.906553056777135,Low
Y tu mamá también,2001,33616692,7.7,89.0,spring,7800000.0,Comedy,0.7823286698178114,0,17.330533317037673,15.86963441986494,Low
The Musketeer,2001,32533802,4.8,27.0,fall,40000000.0,"Adventure, Action, Romance",0.3524725199803239,0,17.297790199086418,17.50439003707821,Low
Double Take,2001,31603059,5.4,25.0,winter,24000000.0,"Adventure, Drama, Action, Comedy, Romance",0.8379874347052375,0,17.26876450931193,16.993564429978885,Low
How High,2001,31283740,6.2,29.0,winter,12000000.0,Comedy,0.9001376493459261,0,17.25860906367691,16.300417291085605,Low
Beauty and the Beast 2000 IMAX Release,2001,31033346,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.25057289396577,15.86963441986494,Low
Joe Dirt,2001,30987695,6.0,20.0,spring,17700000.0,"Mystery, Adventure, Comedy, Romance, Drama",0.5148091883493544,0,17.24910078043668,16.68907525404123,Low
Hearts in Atlantis,2001,30919415,6.9,55.0,fall,31000000.0,Drama,1.3888128867995877,0,17.246894894053636,17.249497794707484,Low
Monsoon Wedding,2001,30787356,7.3,77.0,winter,1200000.0,"Comedy, Drama, Romance",0.2979506607504824,0,17.242614676657958,13.997832948091215,Low
Angel Eyes,2001,29715606,5.7,39.0,spring,53000000.0,"Drama, Romance, Thriller",0.7830257526129031,0,17.207182953967834,17.78580249038432,Low
The Pledge,2001,29419291,6.7,71.0,winter,35000000.0,"Crime, Drama, Mystery, Thriller",0.9796743861180234,0,17.197161207586266,17.370858648025116,Low
Baby Boy,2001,29381649,6.5,55.0,summer,16000000.0,"Crime, Drama, Romance, Thriller",0.5060831442369818,0,17.19588088778656,16.588099342704055,Low
Heist,2001,28510652,6.5,66.0,fall,35000000.0,"Action, Crime, Drama, Thriller",0.837728694876958,0,17.165788364870682,17.370858648025116,Low
The Tailor of Panama,2001,28008462,6.1,66.0,spring,21000000.0,"Drama, Thriller",0.8667371760903856,0,17.148017272471147,16.860033043306743,Low
The Brothers,2001,27958191,6.3,50.0,spring,6000000.0,"Comedy, Drama, Romance",0.9240373173227785,0,17.146220809433654,15.607270193858982,Low
The Last Castle,2001,27642707,7.0,43.0,fall,72000000.0,"Action, Drama, Thriller",0.5641947925056959,0,17.134872526015407,18.09217669086922,Low
Saving Silverman,2001,26086706,5.9,22.0,winter,22000000.0,"Comedy, Crime, Romance",0.5151223366586688,0,17.076936432205525,16.906553056777135,Low
Corky Romano,2001,25272752,4.8,20.0,fall,11000000.0,"Action, Comedy, Crime",0.6255712337220529,0,17.045237416841633,16.213405921671733,Low
The Shipping News,2001,24690441,6.7,47.0,winter,38000000.0,"Drama, Romance",2.0301476002425676,0,17.021926763145732,17.453096744006448,Low
Joe Somebody,2001,24516772,5.6,42.0,winter,38000000.0,"Comedy, Romance, Family, Drama",0.9024790403250788,0,17.014868053519795,17.453096744006448,Low
Nowhere in Africa,2001,24322180,7.5,72.0,winter,0.0,Drama,0.3913499233871008,0,17.00689929031761,0.0,Low
Tanguy,2001,24272365,6.4,55.0,fall,0.0,Comedy,0.27569211238018154,1,17.004849059560257,0.0,Low
Life as a House,2001,23903791,7.4,45.0,fall,18000000.0,Drama,1.338908879982859,0,16.989547665404267,16.705882371415992,Low
The Glass House,2001,23619609,5.8,34.0,fall,30000000.0,"Drama, Thriller",0.682244266697004,0,16.977587857166185,17.216707972959764,Low
Tomcats,2001,23430766,5.3,15.0,spring,11000000.0,"Comedy, Romance",0.5308560989159256,0,16.969560545756966,16.213405921671733,Low
Kingdom Come,2001,23396049,5.6,48.0,spring,0.0,"Comedy, Drama",1.454485388586547,0,16.968077762660226,0.0,Low
Two Can Play That Game,2001,22391450,6.1,35.0,fall,13000000.0,"Comedy, Romance",1.0761158182993453,0,16.924189792191974,16.380459992348886,Low
Winged Migration,2001,21493351,7.9,82.0,winter,35866397.0,Documentary,8.049666666666667,0,16.883254235980512,17.395311426289474,Low
Amores Perros,2001,20908467,8.0,83.0,spring,2000000.0,"Drama, Thriller",0.5300437741235233,0,16.855664802340982,14.508658238524095,Low
Mulholland Drive,2001,20117339,7.9,87.0,fall,15000000.0,"Thriller, Drama, Mystery",0.40688508253326955,0,16.817092687696285,16.52356082573315,Low
Himalaya 2001 Re-release,2001,19960881,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.80928501624807,15.86963441986494,Low
Crazy/Beautiful,2001,19937988,6.4,61.0,summer,13000000.0,"Drama, Romance",0.3727906536941333,0,16.808137464854333,16.380459992348886,Low
Get Over It,2001,19900366,5.7,52.0,spring,22000000.0,"Comedy, Romance",0.4979024979747393,0,16.80624873173572,16.906553056777135,Low
Summer Catch,2001,19772447,5.1,21.0,summer,34000000.0,"Comedy, Romance",0.9068352463934933,0,16.799800011456966,17.341871111992198,Low
Shackleton's Antarctic Adventure,2001,19613216,6.4,55.0,winter,0.0,Documentary,9.195726665571174,1,16.791714233672586,0.0,Low
Rock Star,2001,19334145,6.3,54.0,fall,57000000.0,"Music, Drama, Comedy",0.552418864762594,0,16.77738331344192,17.858561843342684,Low
O,2001,19260537,6.1,53.0,summer,0.0,"Drama, Romance, Thriller",0.7893657438498662,0,16.773568897485138,0.0,Low
The Man Who Wasn't There,2001,18916623,7.5,73.0,fall,20000000.0,"Crime, Drama",0.7910338316400981,0,16.755551670148524,16.811242881518265,Low
The Curse of the Jade Scorpion,2001,18914307,6.7,52.0,summer,33000000.0,"Comedy, Crime, Romance",0.6146378481831302,0,16.75542923065891,17.312018149733785,Low
3000 Miles to Graceland,2001,18720175,6.0,21.0,winter,62000000.0,"Action, Adventure, Comedy, Crime, Thriller",1.0142152481269084,0,16.745112430678926,17.9426449591384,Low
Max Keeble's Big Move,2001,18634654,5.5,40.0,fall,25000000.0,"Comedy, Family, Action",0.5497357161498382,0,16.740533577174347,17.034386422832473,Low
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,18623382,7.0,55.0,winter,9400000.0,"Action, Adventure, Horror, Fantasy, Science Fiction",0.8355643178975092,1,16.73992849966898,16.056220353623207,Low
Antitrust,2001,18195610,6.1,31.0,winter,30000000.0,"Action, Crime, Drama",0.7833170225508073,0,16.716690969118606,17.216707972959764,Low
Jason X,2001,16951798,4.5,25.0,spring,11000000.0,"Horror, Science Fiction",0.4858581401394318,0,16.645884521851954,16.213405921671733,Low
Sugar & Spice,2001,16908947,5.8,48.0,winter,11000000.0,"Crime, Comedy, Drama",0.36771404118878465,0,16.643353507230486,16.213405921671733,Low
The Dish,2001,16575074,7.2,74.0,spring,0.0,"Comedy, Drama, History",0.6241647314822671,0,16.623410618912843,0.0,Low
Just Visiting,2001,16176732,5.7,38.0,spring,35000000.0,"Comedy, Fantasy, Science Fiction",0.6902221718588193,0,16.599084533261237,17.370858648025116,Low
Iris,2001,16153953,7.0,76.0,winter,5500000.0,"Drama, Romance",1.2550093361178782,0,16.597675407388397,15.520258832020865,Low
Lantana,2001,15747450,7.2,84.0,winter,0.0,"Crime, Drama, Mystery",0.42766405295272075,0,16.572189068868365,0.0,Low
Enigma Original Release,2001,15705007,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.569490200346667,0.0,Low
With a Friend Like Harry...,2001,15472186,7.1,75.0,spring,0.0,"Drama, Comedy, Mystery",1.0180696330880965,0,16.55455458295171,0.0,Low
Brother,2001,15250594,7.1,47.0,summer,0.0,Drama,7.1,0,16.540129076650018,0.0,Low
Josie and the Pussycats,2001,14866015,5.7,47.0,spring,22000000.0,"Comedy, Music",0.5115895550038024,0,16.514588360548245,16.906553056777135,Low
Out Cold,2001,14782676,6.3,22.0,fall,24000000.0,Comedy,1.1862957264603722,0,16.508966580222893,16.993564429978885,Low
Iron Monkey,2001,14694904,6.4,55.0,fall,0.0,Comedy,0.6610730373036245,1,16.503011393030317,0.0,Low
Together,2001,14572229,7.4,84.0,summer,0.0,"Drama, Comedy, Romance",0.5203665280155324,0,16.494628220680788,0.0,Low
Freddy Got Fingered,2001,14333252,4.7,13.0,spring,14000000.0,Comedy,0.6311034111376748,0,16.478092780322857,16.454567959008102,Low
Osmosis Jones,2001,14026418,6.3,57.0,summer,75000000.0,"Adventure, Animation, Action, Comedy, Family, Science Fiction",0.734511338949701,0,16.456453180725628,18.132998684833918,Low
Ghosts of Mars,2001,14010832,4.9,35.0,summer,28000000.0,"Action, Horror, Science Fiction",0.8762913652182723,0,16.455341374075996,17.147715103853763,Low
American Outlaws,2001,13678913,5.9,25.0,summer,35000000.0,"Western, Action",0.5158247768856709,0,16.431366081042533,17.370858648025116,Low
One Night at McCool's,2001,13473370,6.2,46.0,spring,18000000.0,"Comedy, Crime",1.497267666962189,0,16.41622577691345,16.705882371415992,Low
Vidocq,2001,13240767,6.4,55.0,fall,0.0,"Fantasy, Action, Thriller, Crime, Science Fiction, Mystery",0.7941176159724563,1,16.398811112833148,0.0,Low
Head Over Heels,2001,13127022,5.5,27.0,winter,14000000.0,"Romance, Comedy",0.7769631439446592,0,16.390183487897975,16.454567959008102,Low
Formula 51,2001,12881605,6.3,23.0,fall,0.0,Comedy,0.6610730373036245,0,16.371310960308392,0.0,Low
In the Mood for Love,2001,12854953,8.0,87.0,winter,3000000.0,"Drama, Romance",0.9879926641908325,0,16.36923982030155,14.914123179965662,Low
The Girl from Paris,2001,12812396,6.6,64.0,fall,0.0,"Drama, Comedy",0.6838908427037421,0,16.3659237758062,0.0,Low
Apocalypse Now Redux,2001,12543269,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.34469482472586,0.0,Low
Say It Isn't So,2001,12320393,5.0,21.0,spring,25000000.0,"Comedy, Romance",1.142340277970163,0,16.326766496077763,17.034386422832473,Low
The Son's Room,2001,11767402,7.3,73.0,winter,0.0,Drama,0.4959101987414017,0,16.28084380918118,0.0,Low
Les Rois Mages,2001,11702020,5.6,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.27527211989374,0.0,Low
The Experiment,2001,11599775,7.7,59.0,fall,0.0,"Drama, Thriller",0.4833081312894436,0,16.266496345545317,0.0,Low
Kabhi Khushi Kabhie Gham...,2001,11329690,7.5,55.0,winter,0.0,Comedy,0.6610730373036245,1,16.24293735990501,0.0,Low
The Little Polar Bear,2001,11243547,5.9,55.0,fall,0.0,"Animation, Family, Fantasy",0.3430397727272727,1,16.23530501098319,0.0,Low
Inuyasha the Movie: Affections Touching Across Time,2001,10539779,7.2,55.0,winter,0.0,"Action, Animation, Adventure, Fantasy",1.5734786359646815,1,16.170667227994375,0.0,Low
Town & Country,2001,10372291,4.5,34.0,spring,90000000.0,"Comedy, Romance",0.5150387953749682,0,16.154648577963272,18.31532023940565,Low
Wasabi,2001,10366360,6.6,53.0,fall,15300000.0,"Drama, Action, Comedy",0.3384705703290933,0,16.1540766025161,16.54336345172214,Low
The Wash,2001,10229331,4.8,18.0,fall,7000000.0,"Action, Comedy",0.5531292796851779,0,16.140769837653075,15.76142084987672,Low
Sexy Beast,2001,10045677,7.3,79.0,summer,5000000.0,"Crime, Thriller, Drama",0.6602324773752183,0,16.1226530502202,15.424948670398354,Low
Girls on Top,2001,10038662,5.4,55.0,spring,0.0,Comedy,0.5734430583695036,1,16.121954496029623,0.0,Low
The Deep End,2001,10031529,6.5,78.0,summer,3000000.0,"Mystery, Thriller, Crime, Drama",1.0219842693225896,0,16.121243690677595,14.914123179965662,Low
Mad Love,2001,9306362,6.5,55.0,summer,4800000.0,"Drama, History, Romance",0.42446994729688414,0,16.04620891771817,15.38412668421143,Low
Kandahar,2001,8914751,6.8,76.0,winter,0.0,Drama,0.6799999999999999,0,16.00321799060865,0.0,Low
Son of the Bride,2001,8772695,7.8,68.0,spring,0.0,"Comedy, Drama, Romance",0.37734491315136476,0,15.98715472873765,0.0,Low
Ghost World,2001,8764007,7.3,91.0,summer,7000000.0,"Comedy, Drama",0.7315882446810973,0,15.98616389252227,15.76142084987672,Low
The Forsaken,2001,8704851,5.3,35.0,spring,15000000.0,"Horror, Thriller",0.3504238455385895,0,15.979391129316747,16.52356082573315,Low
Tini: The New Life of Violetta,2001,8678476,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,15.976356610411989,0.0,Low
The Prince and the Pirate,2001,8579972,6.4,55.0,winter,0.0,Comedy,0.6415552342394448,1,15.964941324606047,0.0,Low
Bones,2001,8378853,4.5,42.0,fall,10000000.0,"Horror, Thriller, Crime, Fantasy",0.87546230927128,0,15.94122170892995,16.118095750958314,Low
Merry Christmas,2001,8228560,4.5,55.0,winter,0.0,Comedy,0.3153729296066253,1,15.923121709248893,0.0,Low
The Hole,2001,7644361,6.2,55.0,summer,0.0,Drama,1.55,1,15.849478940625474,0.0,Low
Sex and Lucía,2001,7640680,7.0,65.0,summer,0.0,Comedy,0.6610730373036245,0,15.84899729329597,0.0,Low
Monkeybone,2001,7622365,4.8,40.0,winter,75000000.0,"Adventure, Fantasy, Animation, Comedy, Science Fiction",0.48210605324493927,0,15.846597378155751,18.132998684833918,Low
Mean Machine,2001,7310206,6.4,45.0,winter,2750000.0,"Comedy, Drama",1.055573856674529,0,15.804782148698493,14.827111833279051,Low
The Slurb,2001,6854681,5.7,55.0,fall,0.0,Comedy,0.25231905988234243,1,15.740442480405807,0.0,Low
China: The Panda Adventure,2001,6784985,5.8,49.0,summer,0.0,"Adventure, Drama, Family",2.468456205700319,0,15.730222787873887,0.0,Low
The Road Home,2001,6780490,6.4,55.0,spring,0.0,Comedy,0.6610730373036245,1,15.729560076173513,0.0,Low
The Piano Teacher,2001,6777267,7.5,79.0,spring,6200000.0,"Drama, Romance",0.3643427493313117,0,15.729084628857963,15.64006001130563,Low
Under the Sand,2001,6531687,7.0,86.0,spring,0.0,"Drama, Mystery",0.37025317771354194,0,15.692175967081747,0.0,Low
The Devil's Backbone,2001,6459020,7.3,78.0,fall,4500000.0,"Fantasy, Drama, Horror, Thriller",0.6610730373036245,0,15.680988316286612,15.319588176962746,Low
Megiddo: The Omega Code 2,2001,6047691,4.0,35.0,fall,22000000.0,"Action, Thriller, Horror, Fantasy",0.5199725846746328,0,15.615187269618811,16.906553056777135,Low
Chaos,2001,6042938,7.0,81.0,fall,0.0,Drama,0.5873472895211906,0,15.614401040968737,0.0,Low
Tom Thumb,2001,5867304,5.3,55.0,fall,0.0,"Family, Adventure, Fantasy",0.6153054597382004,1,15.58490597223942,0.0,Low
The Golden Bowl,2001,5753678,5.9,62.0,spring,15000000.0,"Romance, Drama",0.4216535123744089,0,15.565350034259048,16.52356082573315,Low
A Fish Tale,2001,5595327,6.1,55.0,unknown,0.0,Comedy,0.6610730373036245,1,15.537442521781081,0.0,Low
Made,2001,5480653,6.3,62.0,summer,5000000.0,"Comedy, Crime",1.3253782286516496,0,15.516734994869074,15.424948670398354,Low
Mission: Impossible II,2000,546388108,6.1,59.0,spring,125000000.0,"Adventure, Action, Thriller",0.6959154512677244,0,20.118840103538954,18.643824303266577,High
Gladiator,2000,460583960,8.5,67.0,spring,103000000.0,"Action, Drama, Adventure",0.9547233983234253,0,19.948005722773217,18.450239555902648,High
Cast Away,2000,429632142,7.8,74.0,winter,90000000.0,"Adventure, Drama",0.6291308699523828,0,19.878439919123498,18.31532023940565,High
What Women Want,2000,374111707,6.5,47.0,winter,70000000.0,"Comedy, Romance",0.40962635825329025,0,19.740064995273453,18.064005814299346,High
Dinosaur,2000,349822765,6.4,56.0,spring,127500000.0,"Animation, Family, Adventure, Drama",1.3310723363309402,0,19.672937201335493,18.663626930405893,High
How the Grinch Stole Christmas,2000,346328278,6.4,46.0,fall,123000000.0,"Family, Comedy, Fantasy",1.146045204905394,0,19.66289766644867,18.627694921466773,High
Meet the Parents,2000,330444045,7.0,73.0,fall,55000000.0,"Comedy, Romance",1.0030749094618447,0,19.615947901863972,17.822843761378564,High
The Perfect Storm,2000,328718434,6.5,59.0,summer,130000000.0,"Drama, Adventure, Action",1.2808902191759886,0,19.610712121637366,18.683045016112164,High
X-Men,2000,296339528,7.3,64.0,summer,75000000.0,"Adventure, Action, Science Fiction",0.6218006429342077,0,19.507016412353035,18.132998684833918,High
What Lies Beneath,2000,291420351,6.6,51.0,summer,100000000.0,"Drama, Horror, Mystery, Thriller",1.1589490566917113,0,19.490277291427915,18.420680753952364,High
Scary Movie,2000,278019771,6.3,48.0,summer,19000000.0,Comedy,0.5731550430961291,0,19.443202791428,16.759949589762293,High
Charlie's Angels,2000,264105545,5.7,52.0,fall,92000000.0,"Action, Comedy, Adventure",0.9527799317333138,0,19.391859376668226,18.33729914588288,High
Unbreakable,2000,248118121,7.3,62.0,fall,75000000.0,"Thriller, Drama, Mystery",0.8967271344908597,0,19.32941548912228,18.132998684833918,High
Gone in 60 Seconds,2000,237202299,6.5,35.0,summer,82500000.0,Comedy,0.7982584496190753,0,19.28442392149952,18.228308863426122,High
Chicken Run,2000,224834564,7.1,88.0,summer,45000000.0,"Animation, Comedy, Family",1.1757920067400118,0,19.23087542306092,17.622173069956816,High
Vertical Limit,2000,215663859,6.0,48.0,winter,75000000.0,"Adventure, Action, Thriller",0.8622915097000365,0,19.189231549802027,18.132998684833918,High
The Patriot,2000,215294342,7.2,63.0,summer,110000000.0,"Drama, History, War, Action",0.6192366493421558,0,19.187516687024235,18.5159909328476,High
"Crouching Tiger, Hidden Dragon",2000,213525736,7.9,94.0,winter,17000000.0,"Adventure, Drama, Action, Romance",0.5943228051894892,0,19.179267931376994,16.648723960844016,High
Miss Congeniality,2000,212742720,6.4,43.0,winter,45000000.0,"Comedy, Crime, Action",0.44306227518698466,0,19.17559411096641,17.622173069956816,High
Traffic,2000,207515725,7.5,86.0,winter,48000000.0,"Thriller, Drama, Crime",0.5899663616874854,0,19.150717682715072,17.6867115897055,High
Hollow Man,2000,190213455,5.9,24.0,summer,95000000.0,"Action, Science Fiction, Thriller",0.7931795581080529,0,19.063657452155688,18.36938746009113,High
102 Dalmatians,2000,183611771,4.9,35.0,fall,85000000.0,"Family, Comedy",0.52111112191109,0,19.028334151742275,18.258161826219297,High
Big Momma's House,2000,173959438,5.3,33.0,summer,30000000.0,"Crime, Comedy",1.32939424566845,0,18.97433272080923,17.216707972959764,High
The Emperor's New Groove,2000,169327687,7.4,70.0,winter,100000000.0,"Adventure, Animation, Comedy, Family, Fantasy",1.741731654810162,0,18.947346377736228,18.420680753952364,High
Nutty Professor II: The Klumps,2000,166339890,4.5,38.0,summer,84000000.0,"Fantasy, Comedy, Romance, Science Fiction",0.45818120065600604,0,18.929543789120242,18.24632736871235,High
Scream 3,2000,161834276,5.7,56.0,winter,40000000.0,"Horror, Mystery",0.865232148839183,0,18.9020833881125,17.50439003707821,High
Chocolat,2000,152699946,7.2,64.0,winter,25000000.0,"Comedy, Drama, Romance",1.8122268731001596,0,18.84398542310301,17.034386422832473,High
"Me, Myself & Irene",2000,149270999,6.6,49.0,summer,51000000.0,Comedy,0.6788166093192796,0,18.82127400385676,17.747336210296442,High
The Beach,2000,144056873,6.6,43.0,winter,40000000.0,"Drama, Adventure, Romance, Thriller",0.393377634920378,0,18.785718737898097,17.50439003707821,High
Erin Brockovich,2000,137476439,7.5,73.0,spring,52000000.0,Drama,0.5905437311311161,0,18.738963114935046,17.76675429577647,High
Remember the Titans,2000,136706683,7.8,48.0,fall,30000000.0,Drama,0.48038955854902604,0,18.733348195890205,17.216707972959764,High
Pokémon the Movie 2000,2000,133949270,6.4,52.0,summer,30000000.0,Comedy,0.7696914405427404,1,18.712971711610855,17.216707972959764,High
Space Cowboys,2000,128884132,6.5,73.0,summer,65000000.0,"Action, Adventure, Thriller",0.8381591990280172,0,18.674424364909743,17.989897843244528,High
